Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-05-12 16:00:00,136705.52,136802.53,136546.59,136654.38,0.0,0.0,0.0
2025-05-13 10:00:00,136565.16,138050.69,136549.8,137787.33,0.0,0.0,0.0
2025-05-13 11:00:00,137678.33,138330.16,137664.41,138225.97,0.0,0.0,0.0
2025-05-13 12:00:00,138245.2,138991.09,138245.2,138730.53,0.0,0.0,0.0
2025-05-13 13:00:00,138742.59,138742.59,138398.86,138523.77,0.0,0.0,0.0
2025-05-13 14:00:00,138546.75,138594.38,138445.34,138494.69,0.0,0.0,0.0
2025-05-13 15:00:00,138541.61,138927.58,138526.88,138868.73,0.0,0.0,0.0
2025-05-13 16:00:00,138848.7,139418.97,138848.7,139007.05,0.0,0.0,0.0
2025-05-14 10:00:00,138965.08,139361.58,138698.05,138985.45,0.0,0.0,0.0
2025-05-14 11:00:00,138968.86,139071.34,138403.78,138721.09,0.0,0.0,0.0
2025-05-14 12:00:00,138690.19,138886.89,138506.62,138830.83,0.0,0.0,0.0
2025-05-14 13:00:00,138814.77,138885.75,138635.72,138739.97,0.0,0.0,0.0
2025-05-14 14:00:00,138781.09,138951.44,138479.56,138514.44,0.0,0.0,0.0
2025-05-14 15:00:00,138516.03,138563.44,138228.27,138498.62,0.0,0.0,0.0
2025-05-14 16:00:00,138505.33,138590.14,138396.95,138536.38,0.0,0.0,0.0
2025-05-15 11:00:00,138835.88,139196.12,138610.69,138717.73,0.0,0.0,0.0
2025-05-15 12:00:00,138721.61,139033.69,138528.3,139033.69,0.0,0.0,0.0
2025-05-15 13:00:00,139031.2,139323.12,139005.44,139165.41,0.0,0.0,0.0
2025-05-15 14:00:00,139160.14,139225.06,138483.84,138657.7,0.0,0.0,0.0
2025-05-15 15:00:00,138615.45,139020.2,138615.03,138961.7,0.0,0.0,0.0
2025-05-15 16:00:00,138993.16,139408.3,138969.0,139349.83,0.0,0.0,0.0
2025-05-16 10:00:00,139334.72,139334.72,137733.08,138324.44,0.0,0.0,0.0
2025-05-16 11:00:00,138316.06,138316.06,137713.31,137955.39,0.0,0.0,0.0
2025-05-16 12:00:00,137881.92,138384.52,137801.81,138258.06,0.0,0.0,0.0
2025-05-16 13:00:00,138218.73,138766.28,138218.73,138610.3,0.0,0.0,0.0
2025-05-16 14:00:00,138583.7,138996.42,138583.7,138793.95,0.0,0.0,0.0
2025-05-16 15:00:00,138795.53,139243.8,138795.53,139099.84,0.0,0.0,0.0
2025-05-16 16:00:00,139113.27,139245.34,138942.66,138999.03,0.0,0.0,0.0
2025-05-19 10:00:00,139186.48,139567.22,138586.77,139565.83,0.0,0.0,0.0
2025-05-19 11:00:00,139502.19,139783.88,139377.2,139664.78,0.0,0.0,0.0
2025-05-19 12:00:00,139720.98,140022.16,139664.89,139925.72,0.0,0.0,0.0
2025-05-19 13:00:00,139985.59,140079.95,139826.38,139883.47,0.0,0.0,0.0
2025-05-19 14:00:00,139877.98,140203.05,139877.98,140055.83,0.0,0.0,0.0
2025-05-19 15:00:00,140062.17,140102.16,139801.62,139886.81,0.0,0.0,0.0
2025-05-19 16:00:00,139893.16,139953.88,139683.89,139730.34,0.0,0.0,0.0
2025-05-20 10:00:00,139636.3,139833.52,138965.5,139295.83,0.0,0.0,0.0
2025-05-20 11:00:00,139334.05,139473.95,139149.55,139308.69,0.0,0.0,0.0
2025-05-20 12:00:00,139296.33,139425.27,139220.86,139369.77,0.0,0.0,0.0
2025-05-20 13:00:00,139356.3,139712.98,139274.78,139673.23,0.0,0.0,0.0
2025-05-20 14:00:00,139660.22,139792.62,139311.09,139546.03,0.0,0.0,0.0
2025-05-20 15:00:00,139527.08,139591.61,139205.98,139577.36,0.0,0.0,0.0
2025-05-20 16:00:00,139574.92,140243.86,139522.75,140145.3,0.0,0.0,0.0
